id,contract_id,timestamp,open,high,low,close,volume,timeframe_unit,timeframe_value,uptrendStart,downtrendStart,date_str,local_high,local_low,bars_since_high,bars_since_low,near_high,near_low,is_bullish,is_bearish,body_size,bar_range,body_pct,upper_wick,lower_wick,upper_wick_pct,lower_wick_pct,prev_close,price_change,close_higher,close_lower,higher_high,lower_low,prev_bullish,prev_bearish,bullish_engulfing,bearish_engulfing,hammer,shooting_star,trend_direction,morning_star,evening_star,consec_up,consec_down,volatility,ma20,above_ma20,below_ma20,ma_crossover_up,ma_crossover_down
15730,CON.F.US.MES.M25,2025-03-17 09:00:00+00:00,5665.5,5670.25,5662.75,5666.5,11935.0,3,1,False,False,2025-03-17 09:00,5670.0,5651.25,11.0,5.0,True,False,True,False,1.0,7.5,13.333333333333334,3.75,2.75,50.0,36.666666666666664,5665.5,0.017650692789691995,True,False,True,False,True,False,False,False,False,False,1.0,False,False,True,False,0.04532051196531988,,,,,
15729,CON.F.US.MES.M25,2025-03-17 10:00:00+00:00,5666.5,5681.5,5664.75,5680.25,12752.0,3,1,True,False,2025-03-17 10:00,5670.25,5651.25,5.0,7.0,False,False,True,False,13.75,16.75,82.08955223880596,1.25,1.75,7.462686567164179,10.447761194029852,5666.5,0.24265419571163857,True,False,True,False,True,False,False,False,False,False,1.0,False,False,True,False,0.04824351790181425,,,,,
15728,CON.F.US.MES.M25,2025-03-17 11:00:00+00:00,5680.0,5687.25,5676.5,5676.75,20236.0,3,1,False,True,2025-03-17 11:00,5681.5,5651.25,6.0,9.0,True,False,False,True,3.25,10.75,30.232558139534884,7.25,0.25,67.44186046511628,2.3255813953488373,5680.25,-0.061617006293737064,False,True,True,False,True,False,False,False,False,True,0.3333333333333333,False,False,False,False,0.10683607784478899,,,,,
15727,CON.F.US.MES.M25,2025-03-17 12:00:00+00:00,5676.75,5701.25,5667.5,5694.0,36974.0,3,1,False,False,2025-03-17 12:00,5687.25,5651.25,7.0,11.0,False,False,True,False,17.25,33.75,51.111111111111114,7.25,9.25,21.48148148148148,27.40740740740741,5676.75,0.3038710529792575,True,False,True,True,False,True,True,False,False,False,0.3333333333333333,False,False,False,False,0.1264739462366304,,,,,
15726,CON.F.US.MES.M25,2025-03-17 13:00:00+00:00,5693.75,5726.25,5683.75,5719.25,144493.0,3,1,False,False,2025-03-17 13:00,5701.25,5651.25,8.0,13.0,False,False,True,False,25.5,42.5,60.0,7.0,10.0,16.470588235294116,23.529411764705884,5694.0,0.4434492448191078,True,False,True,False,True,False,False,False,False,False,0.3333333333333333,False,False,False,False,0.19996836343558017,,,,,
15725,CON.F.US.MES.M25,2025-03-17 14:00:00+00:00,5719.25,5725.0,5698.75,5702.0,204231.0,3,1,False,True,2025-03-17 14:00,5726.25,5651.25,9.0,15.0,True,False,False,True,17.25,26.25,65.71428571428571,5.75,3.25,21.904761904761905,12.380952380952381,5719.25,-0.30161297372907286,False,True,False,False,True,False,False,False,False,False,0.3333333333333333,False,False,False,False,0.3382422321382031,,,,,
15724,CON.F.US.MES.M25,2025-03-17 15:00:00+00:00,5702.0,5714.5,5689.75,5700.25,141642.0,3,1,False,False,2025-03-17 15:00,5726.25,5651.25,11.0,17.0,False,False,False,True,1.75,24.75,7.070707070707071,12.5,10.5,50.505050505050505,42.42424242424242,5702.0,-0.030690985619081027,False,True,False,True,False,True,False,False,False,False,-0.3333333333333333,False,False,False,False,0.3601344407533407,,,,,
15723,CON.F.US.MES.M25,2025-03-17 16:00:00+00:00,5700.25,5715.0,5694.75,5708.0,104571.0,3,1,False,False,2025-03-17 16:00,5726.25,5655.25,13.0,18.0,False,False,True,False,7.75,20.25,38.27160493827161,7.0,5.5,34.5679012345679,27.160493827160494,5700.25,0.13595894916889611,True,False,True,False,False,True,True,False,False,False,-0.3333333333333333,False,False,False,False,0.36230686118695565,,,,,
15722,CON.F.US.MES.M25,2025-03-17 17:00:00+00:00,5707.5,5736.25,5701.0,5733.5,86660.0,3,1,True,False,2025-03-17 17:00,5726.25,5662.75,15.0,19.0,False,False,True,False,26.0,35.25,73.75886524822695,2.75,6.5,7.801418439716312,18.43971631205674,5708.0,0.44674141555711283,True,False,True,False,True,False,False,False,False,False,0.3333333333333333,False,False,False,False,0.35225964122310505,,,,,
15721,CON.F.US.MES.M25,2025-03-17 18:00:00+00:00,5733.5,5759.75,5733.25,5754.5,95278.0,3,1,True,False,2025-03-17 18:00,5736.25,5664.75,13.0,20.0,False,False,True,False,21.0,26.5,79.24528301886792,5.25,0.25,19.81132075471698,0.9433962264150944,5733.5,0.3662684224295805,True,False,True,False,True,False,False,False,False,False,1.0,False,False,True,False,0.3947706411001877,5678.3,True,False,True,False
15720,CON.F.US.MES.M25,2025-03-17 19:00:00+00:00,5754.5,5755.75,5730.5,5732.75,117553.0,3,1,False,False,2025-03-17 19:00,5759.75,5667.5,14.0,20.0,True,False,False,True,21.75,25.25,86.13861386138613,1.25,2.25,4.9504950495049505,8.910891089108912,5754.5,-0.3779650708141455,False,True,False,True,True,False,False,True,False,False,0.3333333333333333,False,False,False,False,0.47109711376098296,5683.075,True,False,False,False
15719,CON.F.US.MES.M25,2025-03-17 20:00:00+00:00,5732.75,5734.25,5725.5,5732.25,20382.0,3,1,False,False,2025-03-17 20:00,5759.75,5667.5,16.0,22.0,False,False,False,True,0.5,8.75,5.714285714285714,1.5,6.75,17.142857142857142,77.14285714285714,5732.75,-0.008721817626793424,False,True,False,True,False,True,False,False,False,False,-0.3333333333333333,False,False,False,False,0.43470038403228023,5686.675,True,False,False,False
15718,CON.F.US.MES.M25,2025-03-17 22:00:00+00:00,5732.0,5738.0,5730.0,5737.5,10323.0,3,1,False,False,2025-03-17 22:00,5759.75,5683.75,18.0,23.0,False,False,True,False,5.5,8.0,68.75,0.5,2.0,6.25,25.0,5732.25,0.09158707313881984,True,False,True,False,False,True,True,False,False,False,-0.3333333333333333,False,False,False,False,0.4070807718854199,5690.0,True,False,False,False
15717,CON.F.US.MES.M25,2025-03-17 23:00:00+00:00,5737.25,5737.75,5730.25,5731.5,6123.0,3,1,False,False,2025-03-17 23:00,5759.75,5689.75,20.0,23.0,False,False,False,True,5.75,7.5,76.66666666666667,0.5,1.25,6.666666666666667,16.666666666666668,5737.5,-0.10457516339869283,False,True,False,False,True,False,False,False,False,False,-0.3333333333333333,False,False,False,False,0.34499052096271066,5693.575,True,False,False,False
15716,CON.F.US.MES.M25,2025-03-18 00:00:00+00:00,5731.75,5733.5,5724.5,5727.5,8923.0,3,1,False,False,2025-03-18 00:00,5759.75,5689.75,22.0,25.0,False,False,False,True,4.25,9.0,47.22222222222222,1.75,3.0,19.444444444444443,33.333333333333336,5731.5,-0.06978975835296171,False,True,False,True,False,True,False,False,False,False,-0.3333333333333333,False,False,False,False,0.30348602178097217,5697.0,True,False,False,False
15715,CON.F.US.MES.M25,2025-03-18 01:00:00+00:00,5727.25,5730.0,5716.5,5717.5,10607.0,3,1,False,False,2025-03-18 01:00,5759.75,5694.75,24.0,26.0,False,False,False,True,9.75,13.5,72.22222222222223,2.75,1.0,20.37037037037037,7.407407407407407,5727.5,-0.1745962461807071,False,True,False,True,False,True,False,False,False,False,-1.0,False,False,False,True,0.30142004911847897,5700.2875,True,False,False,False
15714,CON.F.US.MES.M25,2025-03-18 02:00:00+00:00,5717.5,5720.25,5716.25,5719.0,4901.0,3,1,False,False,2025-03-18 02:00,5759.75,5701.0,26.0,27.0,False,False,True,False,1.5,4.0,37.5,1.25,1.25,31.25,31.25,5717.5,0.026235242675994752,True,False,False,True,False,True,False,False,False,False,-0.3333333333333333,False,False,False,False,0.27010191939177186,5703.0375,True,False,False,False
15713,CON.F.US.MES.M25,2025-03-18 03:00:00+00:00,5718.75,5719.5,5711.5,5712.75,4732.0,3,1,False,False,2025-03-18 03:00,5759.75,5716.25,28.0,21.0,False,True,False,True,6.0,8.0,75.0,0.75,1.25,9.375,15.625,5719.0,-0.10928484000699422,False,True,False,True,True,False,False,False,False,False,-0.3333333333333333,False,False,False,False,0.22135158601547353,5705.8875,True,False,False,False
15712,CON.F.US.MES.M25,2025-03-18 04:00:00+00:00,5712.5,5716.0,5707.75,5710.25,5813.0,3,1,False,False,2025-03-18 04:00,5755.75,5711.5,29.0,22.0,False,True,False,True,2.25,8.25,27.272727272727273,3.5,2.5,42.42424242424242,30.303030303030305,5712.75,-0.043761760973261565,False,True,False,True,False,True,False,False,False,False,-0.3333333333333333,False,False,False,False,0.20687041265436273,5708.6375,True,False,False,False
15711,CON.F.US.MES.M25,2025-03-18 05:00:00+00:00,5710.0,5714.5,5709.75,5713.75,3632.0,3,1,False,False,2025-03-18 05:00,5738.0,5707.75,29.0,23.0,False,True,True,False,3.75,4.75,78.94736842105263,0.75,0.25,15.789473684210526,5.2631578947368425,5710.25,0.061293288384921846,True,False,False,False,False,True,True,False,False,False,-0.3333333333333333,False,False,False,False,0.23151454715924935,5711.075,True,False,False,False
15710,CON.F.US.MES.M25,2025-03-18 06:00:00+00:00,5713.75,5720.75,5712.0,5719.25,4649.0,3,1,False,False,2025-03-18 06:00,5738.0,5707.75,31.0,25.0,False,True,True,False,5.5,8.75,62.857142857142854,1.5,1.75,17.142857142857142,20.0,5713.75,0.09625902428352658,True,False,True,False,True,False,False,False,False,False,0.3333333333333333,False,False,False,False,0.1728213952718402,5713.4875,True,False,False,False
15709,CON.F.US.MES.M25,2025-03-18 07:00:00+00:00,5719.5,5723.5,5716.5,5720.25,8776.0,3,1,False,False,2025-03-18 07:00,5737.75,5707.75,32.0,27.0,False,False,True,False,0.75,7.0,10.714285714285714,3.25,3.0,46.42857142857143,42.857142857142854,5719.25,0.0174848100712506,True,False,True,False,True,False,False,False,False,False,1.0,False,False,True,False,0.16416266115196987,5716.125,True,False,False,False
15708,CON.F.US.MES.M25,2025-03-18 08:00:00+00:00,5720.5,5735.75,5717.75,5732.0,20843.0,3,1,False,False,2025-03-18 08:00,5733.5,5707.75,33.0,29.0,True,False,True,False,11.5,18.0,63.888888888888886,3.75,2.75,20.833333333333332,15.277777777777779,5720.25,0.20541060268344916,True,False,True,False,True,False,False,False,False,False,1.0,False,False,True,False,0.1520226538148489,5718.125,True,False,False,False
15707,CON.F.US.MES.M25,2025-03-18 09:00:00+00:00,5732.25,5735.25,5723.0,5723.75,17666.0,3,1,False,False,2025-03-18 09:00,5735.75,5707.75,27.0,31.0,True,False,False,True,8.5,12.25,69.38775510204081,3.0,0.75,24.489795918367346,6.122448979591836,5732.0,-0.14392882065596652,False,True,False,False,True,False,False,False,False,False,0.3333333333333333,False,False,False,False,0.13359960114182,5720.8875,True,False,False,False
15706,CON.F.US.MES.M25,2025-03-18 10:00:00+00:00,5723.5,5724.0,5705.0,5719.75,30287.0,3,1,False,False,2025-03-18 10:00,5735.75,5707.75,29.0,33.0,False,True,False,True,3.75,19.0,19.736842105263158,0.5,14.75,2.6315789473684212,77.63157894736842,5723.75,-0.06988425420397468,False,True,False,True,False,True,False,False,False,False,-0.3333333333333333,False,False,False,False,0.11761344308980455,5722.375,False,True,False,True
15705,CON.F.US.MES.M25,2025-03-18 11:00:00+00:00,5720.0,5725.0,5709.0,5722.0,27706.0,3,1,True,False,2025-03-18 11:00,5735.75,5705.0,31.0,29.0,False,True,True,False,2.0,16.0,12.5,3.0,11.0,18.75,68.75,5719.75,0.039337383626906766,True,False,True,False,False,True,False,False,True,False,-0.3333333333333333,False,False,False,False,0.10729900839027182,5722.4,False,True,False,False
15704,CON.F.US.MES.M25,2025-03-18 12:00:00+00:00,5722.0,5722.5,5705.25,5706.25,27402.0,3,1,False,False,2025-03-18 12:00,5735.75,5705.0,33.0,31.0,False,True,False,True,15.75,17.25,91.30434782608695,0.5,1.0,2.898550724637681,5.797101449275362,5722.0,-0.2752534078993359,False,True,False,True,True,False,False,True,False,False,-0.3333333333333333,False,False,False,False,0.10828327055638118,5723.4,False,True,False,False
15703,CON.F.US.MES.M25,2025-03-18 13:00:00+00:00,5706.5,5711.5,5666.75,5668.25,217880.0,3,1,False,False,2025-03-18 13:00,5735.75,5705.0,35.0,33.0,False,False,False,True,38.25,44.75,85.47486033519553,5.0,1.5,11.1731843575419,3.35195530726257,5706.25,-0.6659364731653888,False,True,False,True,False,True,False,False,False,False,-0.3333333333333333,False,False,False,False,0.13015689379600157,5723.7,False,True,False,False
15702,CON.F.US.MES.M25,2025-03-18 14:00:00+00:00,5668.5,5681.25,5661.75,5668.0,200162.0,3,1,False,False,2025-03-18 14:00,5735.75,5666.75,37.0,32.0,False,True,False,True,0.5,19.5,2.5641025641025643,12.75,6.25,65.38461538461539,32.05128205128205,5668.25,-0.004410532351254797,False,True,False,True,False,True,False,False,False,False,-1.0,False,False,False,True,0.30582930772992417,5721.7125,False,True,False,False
15701,CON.F.US.MES.M25,2025-03-18 15:00:00+00:00,5668.25,5670.0,5651.0,5656.25,137149.0,3,1,False,False,2025-03-18 15:00,5735.75,5661.75,39.0,33.0,False,False,False,True,12.0,19.0,63.1578947368421,1.75,5.25,9.210526315789474,27.63157894736842,5668.0,-0.2073041637261821,False,True,False,True,False,True,False,False,False,False,-1.0,False,False,False,True,0.3974138497284108,5718.4375,False,True,False,False
15700,CON.F.US.MES.M25,2025-03-18 16:00:00+00:00,5656.5,5678.75,5653.25,5668.5,120606.0,3,1,False,False,2025-03-18 16:00,5735.75,5651.0,41.0,34.0,False,True,True,False,12.0,25.5,47.05882352941177,10.25,3.25,40.19607843137255,12.745098039215685,5656.25,0.2165745856353591,True,False,True,False,False,True,False,False,False,False,-0.3333333333333333,False,False,False,False,0.4924529881324578,5713.525,False,True,False,False
15699,CON.F.US.MES.M25,2025-03-18 17:00:00+00:00,5668.75,5675.75,5652.0,5668.5,98558.0,3,1,False,False,2025-03-18 17:00,5735.25,5651.0,42.0,36.0,False,True,False,True,0.25,23.75,1.0526315789473684,7.0,16.5,29.473684210526315,69.47368421052632,5668.5,0.0,False,False,False,True,True,False,False,False,False,False,-0.3333333333333333,False,False,False,False,0.5175106926359357,5710.3125,False,True,False,False
15698,CON.F.US.MES.M25,2025-03-18 18:00:00+00:00,5668.5,5682.5,5657.25,5674.25,93168.0,3,1,False,False,2025-03-18 18:00,5725.0,5651.0,42.0,38.0,False,True,True,False,5.75,25.25,22.77227722772277,8.25,11.25,32.67326732673267,44.554455445544555,5668.5,0.10143777013319222,True,False,True,False,False,True,True,False,False,False,0.3333333333333333,False,False,False,False,0.523220064289386,5707.125,False,True,False,False
15697,CON.F.US.MES.M25,2025-03-18 19:00:00+00:00,5674.0,5677.75,5659.0,5671.5,119971.0,3,1,False,False,2025-03-18 19:00,5725.0,5651.0,44.0,40.0,False,True,False,True,2.5,18.75,13.333333333333334,3.75,12.5,20.0,66.66666666666667,5674.25,-0.048464554786976255,False,True,False,False,True,False,False,False,False,False,-0.3333333333333333,False,False,False,False,0.47326634588493743,5703.9625,False,True,False,False
15696,CON.F.US.MES.M25,2025-03-18 20:00:00+00:00,5671.5,5678.75,5668.25,5669.5,18572.0,3,1,False,False,2025-03-18 20:00,5722.5,5651.0,45.0,42.0,False,False,False,True,2.0,10.5,19.047619047619047,7.25,1.25,69.04761904761905,11.904761904761905,5671.5,-0.035264039495724236,False,True,True,False,False,True,False,False,False,True,-0.3333333333333333,False,False,False,False,0.42281045033478953,5700.9625,False,True,False,False
15695,CON.F.US.MES.M25,2025-03-18 22:00:00+00:00,5669.75,5673.5,5660.75,5670.75,11487.0,3,1,False,False,2025-03-18 22:00,5711.5,5651.0,46.0,44.0,False,False,True,False,1.0,12.75,7.8431372549019605,2.75,9.0,21.568627450980394,70.58823529411765,5669.5,0.022047799629596968,True,False,False,True,False,True,False,False,False,False,-0.3333333333333333,False,False,False,False,0.3574457318646308,5698.0625,False,True,False,False
15694,CON.F.US.MES.M25,2025-03-18 23:00:00+00:00,5670.5,5673.5,5667.0,5672.5,5735.0,3,1,False,False,2025-03-18 23:00,5682.5,5651.0,43.0,46.0,False,False,True,False,2.0,6.5,30.76923076923077,1.0,3.5,15.384615384615385,53.84615384615385,5670.75,0.030860115505003748,True,False,False,False,True,False,False,False,True,False,0.3333333333333333,False,False,False,False,0.22672763355549705,5695.725,False,True,False,False
15693,CON.F.US.MES.M25,2025-03-19 00:00:00+00:00,5672.75,5689.5,5671.5,5686.0,15554.0,3,1,False,False,2025-03-19 00:00,5682.5,5651.0,45.0,48.0,True,False,True,False,13.25,18.0,73.61111111111111,3.5,1.25,19.444444444444443,6.944444444444445,5672.5,0.23799030409872188,True,False,True,False,True,False,False,False,False,False,1.0,False,False,True,False,0.08593859208977848,5693.4,False,True,False,False
15692,CON.F.US.MES.M25,2025-03-19 01:00:00+00:00,5686.0,5687.0,5680.5,5682.0,9165.0,3,1,False,False,2025-03-19 01:00,5689.5,5652.0,42.0,48.0,True,False,False,True,4.0,6.5,61.53846153846154,1.0,1.5,15.384615384615385,23.076923076923077,5686.0,-0.07034822370735139,False,True,False,False,True,False,False,False,False,False,0.3333333333333333,False,False,False,False,0.12846890227663507,5692.0625,False,True,False,False
15691,CON.F.US.MES.M25,2025-03-19 02:00:00+00:00,5682.25,5685.0,5679.5,5679.5,6843.0,3,1,False,False,2025-03-19 02:00,5689.5,5652.0,44.0,50.0,True,False,False,True,2.75,5.5,50.0,2.75,0.0,50.0,0.0,5682.0,-0.04399859204505456,False,True,False,True,False,True,False,False,False,False,-0.3333333333333333,False,False,False,False,0.14176867394487588,5690.65,False,True,False,False
15690,CON.F.US.MES.M25,2025-03-19 03:00:00+00:00,5679.75,5682.75,5678.5,5680.75,3673.0,3,1,False,False,2025-03-19 03:00,5689.5,5657.25,46.0,51.0,True,False,True,False,1.0,4.25,23.529411764705884,2.0,1.25,47.05882352941177,29.41176470588235,5679.5,0.022008979663702792,True,False,False,True,False,True,False,False,False,False,-0.3333333333333333,False,False,False,False,0.10787637237855813,5688.9375,False,True,False,False
15689,CON.F.US.MES.M25,2025-03-19 04:00:00+00:00,5680.75,5681.25,5674.5,5676.0,4248.0,3,1,False,False,2025-03-19 04:00,5689.5,5659.0,48.0,52.0,True,False,False,True,4.75,6.75,70.37037037037037,0.5,1.5,7.407407407407407,22.22222222222222,5680.75,-0.083615719755314,False,True,False,True,True,False,False,True,False,False,-0.3333333333333333,False,False,False,False,0.1067207596467671,5687.0125,False,True,False,False
15688,CON.F.US.MES.M25,2025-03-19 05:00:00+00:00,5676.0,5681.5,5673.25,5676.25,5450.0,3,1,False,False,2025-03-19 05:00,5689.5,5660.75,50.0,52.0,True,False,True,False,0.25,8.25,3.0303030303030303,5.25,2.75,63.63636363636363,33.333333333333336,5676.0,0.004404510218463707,True,False,True,True,False,True,False,False,False,False,0.3333333333333333,False,False,False,False,0.0974589939990851,5684.8,False,True,False,False
15687,CON.F.US.MES.M25,2025-03-19 06:00:00+00:00,5676.5,5676.75,5671.0,5676.0,5062.0,3,1,False,False,2025-03-19 06:00,5689.5,5660.75,52.0,54.0,False,False,False,True,0.5,5.75,8.695652173913043,0.25,5.0,4.3478260869565215,86.95652173913044,5676.25,-0.004404316229905308,False,True,False,True,True,False,False,True,False,False,-0.3333333333333333,False,False,False,False,0.09665616641878287,5682.0125,False,True,False,False
15686,CON.F.US.MES.M25,2025-03-19 07:00:00+00:00,5676.0,5676.0,5657.5,5661.75,19124.0,3,1,False,False,2025-03-19 07:00,5689.5,5667.0,54.0,55.0,False,False,False,True,14.25,18.5,77.02702702702703,0.0,4.25,0.0,22.972972972972972,5676.0,-0.25105708245243125,False,True,False,True,False,True,False,False,False,False,-0.3333333333333333,False,False,False,False,0.09179087917992225,5679.625,False,True,False,False
15685,CON.F.US.MES.M25,2025-03-19 08:00:00+00:00,5661.75,5679.25,5661.25,5673.25,22556.0,3,1,False,False,2025-03-19 08:00,5689.5,5657.5,56.0,49.0,False,True,True,False,11.5,18.0,63.888888888888886,6.0,0.5,33.333333333333336,2.7777777777777777,5661.75,0.20311741069457323,True,False,True,False,False,True,False,False,False,False,-0.3333333333333333,False,False,False,False,0.11941964248755017,5676.725,False,True,False,False
15684,CON.F.US.MES.M25,2025-03-19 09:00:00+00:00,5673.25,5684.25,5668.0,5683.0,20036.0,3,1,False,False,2025-03-19 09:00,5687.0,5657.5,57.0,51.0,True,False,True,False,9.75,16.25,60.0,1.25,5.25,7.6923076923076925,32.30769230769231,5673.25,0.17185916361873707,True,False,True,False,True,False,False,False,False,False,0.3333333333333333,False,False,False,False,0.1162871866144938,5674.2875,True,False,True,False
15683,CON.F.US.MES.M25,2025-03-19 10:00:00+00:00,5682.75,5687.75,5680.0,5682.75,13671.0,3,1,False,False,2025-03-19 10:00,5685.0,5657.5,58.0,53.0,True,False,False,False,0.0,7.75,0.0,5.0,2.75,64.51612903225806,35.483870967741936,5683.0,-0.004399084990322013,False,True,True,False,True,False,False,False,False,False,0.3333333333333333,False,False,False,False,0.11880620482585266,5673.125,True,False,False,False
15682,CON.F.US.MES.M25,2025-03-19 11:00:00+00:00,5682.5,5688.5,5678.25,5684.25,22957.0,3,1,False,False,2025-03-19 11:00,5687.75,5657.5,52.0,55.0,True,False,True,False,1.75,10.25,17.073170731707318,4.25,4.25,41.46341463414634,41.46341463414634,5682.75,0.02639567110993797,True,False,True,True,False,False,False,False,False,False,0.3333333333333333,False,False,False,False,0.111929995080391,5673.85,True,False,False,False
15681,CON.F.US.MES.M25,2025-03-19 12:00:00+00:00,5684.25,5687.0,5675.25,5680.5,25764.0,3,1,False,False,2025-03-19 12:00,5688.5,5657.5,53.0,57.0,True,False,False,True,3.75,11.75,31.914893617021278,2.75,5.25,23.404255319148938,44.680851063829785,5684.25,-0.06597176408497163,False,True,False,True,True,False,False,True,False,False,-0.3333333333333333,False,False,False,False,0.11593369939258634,5674.6625,True,False,False,False
15680,CON.F.US.MES.M25,2025-03-19 13:00:00+00:00,5680.5,5704.5,5675.75,5699.5,155014.0,3,1,False,False,2025-03-19 13:00,5688.5,5657.5,55.0,59.0,False,False,True,False,19.0,28.75,66.08695652173913,5.0,4.75,17.391304347826086,16.52173913043478,5680.5,0.33447759880292227,True,False,True,False,False,True,True,False,False,False,0.3333333333333333,False,False,False,False,0.11670217279572657,5675.875,True,False,False,False
15679,CON.F.US.MES.M25,2025-03-19 14:00:00+00:00,5699.5,5713.75,5692.75,5695.0,167119.0,3,1,False,False,2025-03-19 14:00,5704.5,5657.5,55.0,61.0,False,False,False,True,4.5,21.0,21.428571428571427,14.25,2.25,67.85714285714286,10.714285714285714,5699.5,-0.07895429423633653,False,True,True,False,True,False,False,False,False,True,-0.3333333333333333,False,False,False,False,0.16962579274786607,5677.425,True,False,False,False
15678,CON.F.US.MES.M25,2025-03-19 15:00:00+00:00,5694.75,5723.5,5693.25,5718.0,124055.0,3,1,False,False,2025-03-19 15:00,5713.75,5657.5,56.0,63.0,False,False,True,False,23.25,30.25,76.85950413223141,5.5,1.5,18.181818181818183,4.958677685950414,5695.0,0.40386303775241444,True,False,True,False,False,True,True,False,False,False,0.3333333333333333,False,False,False,False,0.18864979278996621,5678.75,True,False,False,False
15677,CON.F.US.MES.M25,2025-03-19 16:00:00+00:00,5718.0,5722.25,5706.25,5709.5,95609.0,3,1,False,False,2025-03-19 16:00,5723.5,5661.25,57.0,64.0,True,False,False,True,8.5,16.0,53.125,4.25,3.25,26.5625,20.3125,5718.0,-0.14865337530605105,False,True,False,False,True,False,False,False,False,False,-0.3333333333333333,False,False,False,False,0.274193404906188,5680.9375,True,False,False,False
15676,CON.F.US.MES.M25,2025-03-19 17:00:00+00:00,5709.5,5711.75,5686.25,5693.0,110105.0,3,1,False,True,2025-03-19 17:00,5723.5,5668.0,59.0,65.0,False,False,False,True,16.5,25.5,64.70588235294117,2.25,6.75,8.823529411764707,26.470588235294116,5709.5,-0.2889920308258166,False,True,False,True,False,True,False,False,False,False,-0.3333333333333333,False,True,False,False,0.2968975068712357,5682.8375,True,False,False,False
