id,contract_id,timestamp,open,high,low,close,volume,timeframe_unit,timeframe_value
15714,CON.F.US.MES.M25,2025-03-18 02:00:00+00:00,5717.5,5720.25,5716.25,5719.0,4901.0,3,1
15713,CON.F.US.MES.M25,2025-03-18 03:00:00+00:00,5718.75,5719.5,5711.5,5712.75,4732.0,3,1
15712,CON.F.US.MES.M25,2025-03-18 04:00:00+00:00,5712.5,5716.0,5707.75,5710.25,5813.0,3,1
15711,CON.F.US.MES.M25,2025-03-18 05:00:00+00:00,5710.0,5714.5,5709.75,5713.75,3632.0,3,1
15710,CON.F.US.MES.M25,2025-03-18 06:00:00+00:00,5713.75,5720.75,5712.0,5719.25,4649.0,3,1
15709,CON.F.US.MES.M25,2025-03-18 07:00:00+00:00,5719.5,5723.5,5716.5,5720.25,8776.0,3,1
15708,CON.F.US.MES.M25,2025-03-18 08:00:00+00:00,5720.5,5735.75,5717.75,5732.0,20843.0,3,1
15707,CON.F.US.MES.M25,2025-03-18 09:00:00+00:00,5732.25,5735.25,5723.0,5723.75,17666.0,3,1
15706,CON.F.US.MES.M25,2025-03-18 10:00:00+00:00,5723.5,5724.0,5705.0,5719.75,30287.0,3,1
15705,CON.F.US.MES.M25,2025-03-18 11:00:00+00:00,5720.0,5725.0,5709.0,5722.0,27706.0,3,1
15704,CON.F.US.MES.M25,2025-03-18 12:00:00+00:00,5722.0,5722.5,5705.25,5706.25,27402.0,3,1
15703,CON.F.US.MES.M25,2025-03-18 13:00:00+00:00,5706.5,5711.5,5666.75,5668.25,217880.0,3,1
15702,CON.F.US.MES.M25,2025-03-18 14:00:00+00:00,5668.5,5681.25,5661.75,5668.0,200162.0,3,1
15701,CON.F.US.MES.M25,2025-03-18 15:00:00+00:00,5668.25,5670.0,5651.0,5656.25,137149.0,3,1
15700,CON.F.US.MES.M25,2025-03-18 16:00:00+00:00,5656.5,5678.75,5653.25,5668.5,120606.0,3,1
15699,CON.F.US.MES.M25,2025-03-18 17:00:00+00:00,5668.75,5675.75,5652.0,5668.5,98558.0,3,1
15698,CON.F.US.MES.M25,2025-03-18 18:00:00+00:00,5668.5,5682.5,5657.25,5674.25,93168.0,3,1
15697,CON.F.US.MES.M25,2025-03-18 19:00:00+00:00,5674.0,5677.75,5659.0,5671.5,119971.0,3,1
15696,CON.F.US.MES.M25,2025-03-18 20:00:00+00:00,5671.5,5678.75,5668.25,5669.5,18572.0,3,1
15695,CON.F.US.MES.M25,2025-03-18 22:00:00+00:00,5669.75,5673.5,5660.75,5670.75,11487.0,3,1
15694,CON.F.US.MES.M25,2025-03-18 23:00:00+00:00,5670.5,5673.5,5667.0,5672.5,5735.0,3,1
15693,CON.F.US.MES.M25,2025-03-19 00:00:00+00:00,5672.75,5689.5,5671.5,5686.0,15554.0,3,1
15692,CON.F.US.MES.M25,2025-03-19 01:00:00+00:00,5686.0,5687.0,5680.5,5682.0,9165.0,3,1
15691,CON.F.US.MES.M25,2025-03-19 02:00:00+00:00,5682.25,5685.0,5679.5,5679.5,6843.0,3,1
15690,CON.F.US.MES.M25,2025-03-19 03:00:00+00:00,5679.75,5682.75,5678.5,5680.75,3673.0,3,1
15689,CON.F.US.MES.M25,2025-03-19 04:00:00+00:00,5680.75,5681.25,5674.5,5676.0,4248.0,3,1
15688,CON.F.US.MES.M25,2025-03-19 05:00:00+00:00,5676.0,5681.5,5673.25,5676.25,5450.0,3,1
15687,CON.F.US.MES.M25,2025-03-19 06:00:00+00:00,5676.5,5676.75,5671.0,5676.0,5062.0,3,1
15686,CON.F.US.MES.M25,2025-03-19 07:00:00+00:00,5676.0,5676.0,5657.5,5661.75,19124.0,3,1
15685,CON.F.US.MES.M25,2025-03-19 08:00:00+00:00,5661.75,5679.25,5661.25,5673.25,22556.0,3,1
15684,CON.F.US.MES.M25,2025-03-19 09:00:00+00:00,5673.25,5684.25,5668.0,5683.0,20036.0,3,1
15683,CON.F.US.MES.M25,2025-03-19 10:00:00+00:00,5682.75,5687.75,5680.0,5682.75,13671.0,3,1
15682,CON.F.US.MES.M25,2025-03-19 11:00:00+00:00,5682.5,5688.5,5678.25,5684.25,22957.0,3,1
15681,CON.F.US.MES.M25,2025-03-19 12:00:00+00:00,5684.25,5687.0,5675.25,5680.5,25764.0,3,1
15680,CON.F.US.MES.M25,2025-03-19 13:00:00+00:00,5680.5,5704.5,5675.75,5699.5,155014.0,3,1
15679,CON.F.US.MES.M25,2025-03-19 14:00:00+00:00,5699.5,5713.75,5692.75,5695.0,167119.0,3,1
15678,CON.F.US.MES.M25,2025-03-19 15:00:00+00:00,5694.75,5723.5,5693.25,5718.0,124055.0,3,1
15677,CON.F.US.MES.M25,2025-03-19 16:00:00+00:00,5718.0,5722.25,5706.25,5709.5,95609.0,3,1
15676,CON.F.US.MES.M25,2025-03-19 17:00:00+00:00,5709.5,5711.75,5686.25,5693.0,110105.0,3,1
15675,CON.F.US.MES.M25,2025-03-19 18:00:00+00:00,5690.75,5745.75,5681.0,5742.75,211713.0,3,1
15674,CON.F.US.MES.M25,2025-03-19 19:00:00+00:00,5742.5,5770.5,5726.0,5730.5,251367.0,3,1
15673,CON.F.US.MES.M25,2025-03-19 20:00:00+00:00,5731.0,5737.0,5729.25,5729.75,17360.0,3,1
15672,CON.F.US.MES.M25,2025-03-19 22:00:00+00:00,5733.25,5747.75,5729.75,5744.0,10779.0,3,1
15671,CON.F.US.MES.M25,2025-03-19 23:00:00+00:00,5743.75,5748.5,5741.75,5747.75,6783.0,3,1
15670,CON.F.US.MES.M25,2025-03-20 00:00:00+00:00,5747.5,5752.75,5743.5,5751.25,6609.0,3,1
15669,CON.F.US.MES.M25,2025-03-20 01:00:00+00:00,5751.0,5752.75,5746.0,5746.75,4881.0,3,1
15668,CON.F.US.MES.M25,2025-03-20 02:00:00+00:00,5747.0,5755.0,5746.5,5753.25,6552.0,3,1
15667,CON.F.US.MES.M25,2025-03-20 03:00:00+00:00,5753.5,5760.0,5753.5,5757.0,4627.0,3,1
15666,CON.F.US.MES.M25,2025-03-20 04:00:00+00:00,5756.75,5758.75,5754.25,5756.0,2682.0,3,1
15665,CON.F.US.MES.M25,2025-03-20 05:00:00+00:00,5756.0,5758.5,5754.25,5758.0,2269.0,3,1
15664,CON.F.US.MES.M25,2025-03-20 06:00:00+00:00,5757.75,5758.75,5750.0,5751.0,4598.0,3,1
15663,CON.F.US.MES.M25,2025-03-20 07:00:00+00:00,5751.25,5756.25,5748.75,5749.5,7086.0,3,1
15662,CON.F.US.MES.M25,2025-03-20 08:00:00+00:00,5749.75,5758.0,5749.25,5753.75,11859.0,3,1
15661,CON.F.US.MES.M25,2025-03-20 09:00:00+00:00,5754.0,5754.5,5726.25,5729.75,24610.0,3,1
15660,CON.F.US.MES.M25,2025-03-20 10:00:00+00:00,5730.0,5730.5,5682.5,5701.0,62612.0,3,1
15659,CON.F.US.MES.M25,2025-03-20 11:00:00+00:00,5701.0,5712.0,5695.5,5711.0,29636.0,3,1
15658,CON.F.US.MES.M25,2025-03-20 12:00:00+00:00,5711.0,5712.0,5701.25,5702.0,28133.0,3,1
15657,CON.F.US.MES.M25,2025-03-20 13:00:00+00:00,5702.0,5726.5,5684.5,5725.25,170021.0,3,1
15656,CON.F.US.MES.M25,2025-03-20 14:00:00+00:00,5725.25,5765.25,5723.25,5753.25,207075.0,3,1
15655,CON.F.US.MES.M25,2025-03-20 15:00:00+00:00,5753.5,5758.25,5735.5,5740.5,145140.0,3,1
15654,CON.F.US.MES.M25,2025-03-20 16:00:00+00:00,5740.5,5753.5,5714.5,5717.5,172242.0,3,1
15653,CON.F.US.MES.M25,2025-03-20 17:00:00+00:00,5717.25,5731.0,5704.5,5709.75,131263.0,3,1
15652,CON.F.US.MES.M25,2025-03-20 18:00:00+00:00,5710.0,5720.0,5695.0,5702.5,128356.0,3,1
15651,CON.F.US.MES.M25,2025-03-20 19:00:00+00:00,5702.5,5724.5,5701.5,5714.5,158685.0,3,1
15650,CON.F.US.MES.M25,2025-03-20 20:00:00+00:00,5714.5,5718.75,5712.75,5716.25,18301.0,3,1
15649,CON.F.US.MES.M25,2025-03-20 22:00:00+00:00,5715.75,5719.75,5713.75,5715.0,5955.0,3,1
15648,CON.F.US.MES.M25,2025-03-20 23:00:00+00:00,5715.0,5715.5,5705.75,5714.25,9883.0,3,1
15647,CON.F.US.MES.M25,2025-03-21 00:00:00+00:00,5714.25,5723.0,5712.5,5719.25,9262.0,3,1
15646,CON.F.US.MES.M25,2025-03-21 01:00:00+00:00,5719.25,5723.75,5715.75,5722.25,7230.0,3,1
15645,CON.F.US.MES.M25,2025-03-21 02:00:00+00:00,5722.25,5722.75,5715.0,5719.25,6651.0,3,1
15644,CON.F.US.MES.M25,2025-03-21 03:00:00+00:00,5719.5,5719.5,5712.0,5713.75,7101.0,3,1
15643,CON.F.US.MES.M25,2025-03-21 04:00:00+00:00,5713.75,5717.25,5709.25,5710.75,3817.0,3,1
15642,CON.F.US.MES.M25,2025-03-21 05:00:00+00:00,5710.5,5711.5,5699.25,5705.5,7984.0,3,1
15641,CON.F.US.MES.M25,2025-03-21 06:00:00+00:00,5705.25,5716.25,5704.25,5715.75,6544.0,3,1
15640,CON.F.US.MES.M25,2025-03-21 07:00:00+00:00,5716.0,5717.25,5697.5,5702.5,11649.0,3,1
15639,CON.F.US.MES.M25,2025-03-21 08:00:00+00:00,5702.75,5711.25,5684.0,5691.75,30654.0,3,1
15638,CON.F.US.MES.M25,2025-03-21 09:00:00+00:00,5691.75,5697.25,5684.75,5693.25,13599.0,3,1
15637,CON.F.US.MES.M25,2025-03-21 10:00:00+00:00,5693.5,5705.0,5688.75,5696.5,18291.0,3,1
15636,CON.F.US.MES.M25,2025-03-21 11:00:00+00:00,5696.5,5701.75,5691.75,5694.0,15289.0,3,1
15635,CON.F.US.MES.M25,2025-03-21 12:00:00+00:00,5694.25,5703.25,5664.5,5666.0,51738.0,3,1
15634,CON.F.US.MES.M25,2025-03-21 13:00:00+00:00,5666.0,5675.75,5651.25,5670.75,174150.0,3,1
15633,CON.F.US.MES.M25,2025-03-21 14:00:00+00:00,5671.0,5687.75,5652.5,5687.25,205597.0,3,1
15632,CON.F.US.MES.M25,2025-03-21 15:00:00+00:00,5687.25,5691.25,5660.0,5665.75,158287.0,3,1
15631,CON.F.US.MES.M25,2025-03-21 16:00:00+00:00,5666.0,5710.0,5658.75,5709.75,165147.0,3,1
15630,CON.F.US.MES.M25,2025-03-21 17:00:00+00:00,5709.75,5712.25,5687.5,5702.0,114672.0,3,1
15629,CON.F.US.MES.M25,2025-03-21 18:00:00+00:00,5702.0,5706.75,5693.5,5698.5,93032.0,3,1
15628,CON.F.US.MES.M25,2025-03-21 19:00:00+00:00,5698.5,5722.25,5688.0,5714.75,133974.0,3,1
15627,CON.F.US.MES.M25,2025-03-21 20:00:00+00:00,5714.5,5722.0,5712.0,5720.0,24361.0,3,1
15626,CON.F.US.MES.M25,2025-03-23 22:00:00+00:00,5740.0,5754.0,5739.75,5742.75,22320.0,3,1
15625,CON.F.US.MES.M25,2025-03-23 23:00:00+00:00,5742.75,5753.25,5741.0,5752.5,10620.0,3,1
15624,CON.F.US.MES.M25,2025-03-24 00:00:00+00:00,5752.5,5757.25,5750.75,5755.75,14581.0,3,1
15623,CON.F.US.MES.M25,2025-03-24 01:00:00+00:00,5755.5,5757.0,5751.5,5754.75,9457.0,3,1
15622,CON.F.US.MES.M25,2025-03-24 02:00:00+00:00,5754.5,5756.25,5751.5,5755.5,4326.0,3,1
15621,CON.F.US.MES.M25,2025-03-24 03:00:00+00:00,5755.5,5758.5,5753.0,5754.25,5411.0,3,1
15620,CON.F.US.MES.M25,2025-03-24 04:00:00+00:00,5754.0,5755.25,5752.25,5754.75,2665.0,3,1
15619,CON.F.US.MES.M25,2025-03-24 05:00:00+00:00,5754.75,5757.75,5754.5,5755.75,3108.0,3,1
15618,CON.F.US.MES.M25,2025-03-24 06:00:00+00:00,5755.75,5764.75,5755.0,5763.5,6132.0,3,1
15617,CON.F.US.MES.M25,2025-03-24 07:00:00+00:00,5763.75,5769.75,5763.0,5766.0,10029.0,3,1
15616,CON.F.US.MES.M25,2025-03-24 08:00:00+00:00,5765.75,5778.75,5765.0,5776.25,17122.0,3,1
15615,CON.F.US.MES.M25,2025-03-24 09:00:00+00:00,5776.25,5780.5,5768.25,5772.25,15546.0,3,1
15614,CON.F.US.MES.M25,2025-03-24 10:00:00+00:00,5772.25,5782.0,5770.5,5779.75,10637.0,3,1
15613,CON.F.US.MES.M25,2025-03-24 11:00:00+00:00,5779.5,5787.25,5778.0,5784.25,18800.0,3,1
15612,CON.F.US.MES.M25,2025-03-24 12:00:00+00:00,5784.0,5788.0,5780.5,5786.5,16353.0,3,1
15611,CON.F.US.MES.M25,2025-03-24 13:00:00+00:00,5786.5,5804.5,5776.0,5801.5,113350.0,3,1
15610,CON.F.US.MES.M25,2025-03-24 14:00:00+00:00,5802.0,5811.75,5794.5,5810.25,122110.0,3,1
15609,CON.F.US.MES.M25,2025-03-24 15:00:00+00:00,5810.5,5814.75,5805.5,5814.0,77753.0,3,1
15608,CON.F.US.MES.M25,2025-03-24 16:00:00+00:00,5814.0,5819.25,5802.5,5806.25,105515.0,3,1
15607,CON.F.US.MES.M25,2025-03-24 17:00:00+00:00,5806.0,5808.5,5798.75,5806.0,72799.0,3,1
15606,CON.F.US.MES.M25,2025-03-24 18:00:00+00:00,5805.5,5811.25,5795.0,5811.0,98790.0,3,1
15605,CON.F.US.MES.M25,2025-03-24 19:00:00+00:00,5811.0,5825.5,5809.0,5813.75,88987.0,3,1
15604,CON.F.US.MES.M25,2025-03-24 20:00:00+00:00,5813.5,5819.75,5812.75,5813.0,20456.0,3,1
15603,CON.F.US.MES.M25,2025-03-24 22:00:00+00:00,5813.25,5815.75,5809.25,5810.5,5985.0,3,1
15602,CON.F.US.MES.M25,2025-03-24 23:00:00+00:00,5810.5,5814.25,5809.0,5811.5,5269.0,3,1
15601,CON.F.US.MES.M25,2025-03-25 00:00:00+00:00,5811.5,5814.75,5806.75,5814.25,8533.0,3,1
15600,CON.F.US.MES.M25,2025-03-25 01:00:00+00:00,5814.0,5816.25,5812.25,5813.25,4980.0,3,1
15599,CON.F.US.MES.M25,2025-03-25 02:00:00+00:00,5813.25,5813.25,5808.0,5809.75,5176.0,3,1
15598,CON.F.US.MES.M25,2025-03-25 03:00:00+00:00,5809.5,5811.0,5806.25,5807.25,2993.0,3,1
15597,CON.F.US.MES.M25,2025-03-25 04:00:00+00:00,5807.25,5808.0,5805.5,5806.25,1750.0,3,1
15596,CON.F.US.MES.M25,2025-03-25 05:00:00+00:00,5806.25,5808.0,5805.25,5807.5,1954.0,3,1
15595,CON.F.US.MES.M25,2025-03-25 06:00:00+00:00,5807.25,5808.75,5804.25,5808.75,2728.0,3,1
15594,CON.F.US.MES.M25,2025-03-25 07:00:00+00:00,5808.5,5813.75,5806.25,5806.5,6076.0,3,1
15593,CON.F.US.MES.M25,2025-03-25 08:00:00+00:00,5806.5,5809.5,5801.5,5805.5,11779.0,3,1
15592,CON.F.US.MES.M25,2025-03-25 09:00:00+00:00,5805.75,5811.5,5802.5,5811.5,7983.0,3,1
15591,CON.F.US.MES.M25,2025-03-25 10:00:00+00:00,5811.25,5819.25,5805.5,5818.5,10804.0,3,1
15590,CON.F.US.MES.M25,2025-03-25 11:00:00+00:00,5818.5,5829.5,5815.0,5828.75,18455.0,3,1
15589,CON.F.US.MES.M25,2025-03-25 12:00:00+00:00,5828.75,5834.0,5825.75,5826.75,17678.0,3,1
15588,CON.F.US.MES.M25,2025-03-25 13:00:00+00:00,5826.75,5832.75,5813.0,5819.75,109498.0,3,1
15587,CON.F.US.MES.M25,2025-03-25 14:00:00+00:00,5819.75,5837.25,5812.0,5832.75,128446.0,3,1
15586,CON.F.US.MES.M25,2025-03-25 15:00:00+00:00,5832.75,5835.0,5818.0,5820.0,76887.0,3,1
15585,CON.F.US.MES.M25,2025-03-25 16:00:00+00:00,5820.25,5823.75,5814.5,5822.0,70790.0,3,1
15584,CON.F.US.MES.M25,2025-03-25 17:00:00+00:00,5822.25,5828.25,5812.5,5813.75,73415.0,3,1
15583,CON.F.US.MES.M25,2025-03-25 18:00:00+00:00,5813.75,5822.25,5808.5,5811.75,78813.0,3,1
15582,CON.F.US.MES.M25,2025-03-25 19:00:00+00:00,5811.75,5828.5,5811.25,5826.25,101234.0,3,1
15581,CON.F.US.MES.M25,2025-03-25 20:00:00+00:00,5826.0,5832.25,5825.75,5831.75,18246.0,3,1
15580,CON.F.US.MES.M25,2025-03-25 22:00:00+00:00,5831.0,5835.0,5828.75,5830.0,6150.0,3,1
15579,CON.F.US.MES.M25,2025-03-25 23:00:00+00:00,5830.0,5834.75,5829.75,5832.75,3829.0,3,1
15578,CON.F.US.MES.M25,2025-03-26 00:00:00+00:00,5832.5,5836.5,5830.25,5834.25,5436.0,3,1
15577,CON.F.US.MES.M25,2025-03-26 01:00:00+00:00,5834.25,5834.25,5829.5,5830.5,4744.0,3,1
15576,CON.F.US.MES.M25,2025-03-26 02:00:00+00:00,5830.75,5831.5,5823.5,5827.5,6415.0,3,1
15575,CON.F.US.MES.M25,2025-03-26 03:00:00+00:00,5827.5,5828.0,5822.75,5825.25,3230.0,3,1
15574,CON.F.US.MES.M25,2025-03-26 04:00:00+00:00,5825.25,5826.25,5824.0,5826.0,1888.0,3,1
15573,CON.F.US.MES.M25,2025-03-26 05:00:00+00:00,5826.0,5828.0,5819.0,5819.5,3784.0,3,1
15572,CON.F.US.MES.M25,2025-03-26 06:00:00+00:00,5819.75,5822.25,5817.25,5822.0,4036.0,3,1
15571,CON.F.US.MES.M25,2025-03-26 07:00:00+00:00,5821.75,5828.5,5821.5,5823.25,5964.0,3,1
15570,CON.F.US.MES.M25,2025-03-26 08:00:00+00:00,5823.5,5825.5,5816.25,5818.5,13727.0,3,1
15569,CON.F.US.MES.M25,2025-03-26 09:00:00+00:00,5818.75,5822.25,5814.5,5815.0,10381.0,3,1
15568,CON.F.US.MES.M25,2025-03-26 10:00:00+00:00,5814.5,5825.5,5813.5,5825.25,12751.0,3,1
15567,CON.F.US.MES.M25,2025-03-26 11:00:00+00:00,5825.5,5830.75,5822.25,5828.5,10739.0,3,1
15566,CON.F.US.MES.M25,2025-03-26 12:00:00+00:00,5828.5,5831.5,5822.0,5829.75,18952.0,3,1
15565,CON.F.US.MES.M25,2025-03-26 13:00:00+00:00,5829.5,5834.5,5805.5,5808.5,140210.0,3,1
15564,CON.F.US.MES.M25,2025-03-26 14:00:00+00:00,5808.5,5817.5,5797.0,5806.25,181585.0,3,1
15563,CON.F.US.MES.M25,2025-03-26 15:00:00+00:00,5806.5,5810.5,5772.0,5778.0,143792.0,3,1
15562,CON.F.US.MES.M25,2025-03-26 16:00:00+00:00,5778.25,5785.5,5764.0,5766.0,119662.0,3,1
15561,CON.F.US.MES.M25,2025-03-26 17:00:00+00:00,5765.75,5773.5,5750.5,5751.5,122045.0,3,1
15560,CON.F.US.MES.M25,2025-03-26 18:00:00+00:00,5751.75,5766.5,5743.0,5745.25,106081.0,3,1
15559,CON.F.US.MES.M25,2025-03-26 19:00:00+00:00,5745.0,5767.5,5743.25,5758.25,129392.0,3,1
15558,CON.F.US.MES.M25,2025-03-26 20:00:00+00:00,5758.0,5760.5,5751.5,5754.75,21630.0,3,1
15557,CON.F.US.MES.M25,2025-03-26 22:00:00+00:00,5738.25,5752.75,5730.5,5737.5,31153.0,3,1
15556,CON.F.US.MES.M25,2025-03-26 23:00:00+00:00,5737.75,5749.5,5735.75,5747.25,10122.0,3,1
15555,CON.F.US.MES.M25,2025-03-27 00:00:00+00:00,5747.25,5754.75,5745.0,5750.25,11630.0,3,1
15554,CON.F.US.MES.M25,2025-03-27 01:00:00+00:00,5750.5,5755.25,5749.25,5753.5,7867.0,3,1
15553,CON.F.US.MES.M25,2025-03-27 02:00:00+00:00,5753.75,5762.5,5753.5,5761.5,8200.0,3,1
15552,CON.F.US.MES.M25,2025-03-27 03:00:00+00:00,5761.25,5768.25,5760.75,5766.5,6524.0,3,1
15551,CON.F.US.MES.M25,2025-03-27 04:00:00+00:00,5766.5,5769.75,5765.25,5768.0,5061.0,3,1
15550,CON.F.US.MES.M25,2025-03-27 05:00:00+00:00,5768.25,5771.75,5763.5,5764.25,6010.0,3,1
15549,CON.F.US.MES.M25,2025-03-27 06:00:00+00:00,5764.5,5773.0,5763.25,5764.75,8635.0,3,1
15548,CON.F.US.MES.M25,2025-03-27 07:00:00+00:00,5764.5,5766.5,5754.25,5755.5,13295.0,3,1
15547,CON.F.US.MES.M25,2025-03-27 08:00:00+00:00,5755.75,5764.75,5742.75,5763.75,24395.0,3,1
15546,CON.F.US.MES.M25,2025-03-27 09:00:00+00:00,5764.0,5767.5,5759.0,5765.75,10426.0,3,1
15545,CON.F.US.MES.M25,2025-03-27 10:00:00+00:00,5765.5,5770.0,5753.5,5754.0,11210.0,3,1
15544,CON.F.US.MES.M25,2025-03-27 11:00:00+00:00,5753.75,5760.25,5744.5,5757.5,21650.0,3,1
15543,CON.F.US.MES.M25,2025-03-27 12:00:00+00:00,5757.5,5761.0,5749.5,5752.0,31256.0,3,1
15542,CON.F.US.MES.M25,2025-03-27 13:00:00+00:00,5752.0,5755.25,5720.0,5754.0,182731.0,3,1
15541,CON.F.US.MES.M25,2025-03-27 14:00:00+00:00,5753.75,5778.75,5745.75,5778.5,181981.0,3,1
15540,CON.F.US.MES.M25,2025-03-27 15:00:00+00:00,5778.75,5779.75,5749.0,5750.25,138763.0,3,1
15539,CON.F.US.MES.M25,2025-03-27 16:00:00+00:00,5750.25,5770.0,5736.25,5737.0,129732.0,3,1
15538,CON.F.US.MES.M25,2025-03-27 17:00:00+00:00,5736.75,5752.5,5733.75,5737.25,105255.0,3,1
15537,CON.F.US.MES.M25,2025-03-27 18:00:00+00:00,5737.0,5763.0,5736.0,5746.25,111740.0,3,1
15536,CON.F.US.MES.M25,2025-03-27 19:00:00+00:00,5746.25,5771.25,5737.5,5740.75,142511.0,3,1
15535,CON.F.US.MES.M25,2025-03-27 20:00:00+00:00,5740.75,5745.75,5739.5,5741.75,19221.0,3,1
15534,CON.F.US.MES.M25,2025-03-27 22:00:00+00:00,5742.0,5744.5,5738.5,5740.0,6834.0,3,1
15533,CON.F.US.MES.M25,2025-03-27 23:00:00+00:00,5739.75,5741.0,5731.5,5735.5,9519.0,3,1
15532,CON.F.US.MES.M25,2025-03-28 00:00:00+00:00,5736.0,5741.75,5728.25,5741.25,9701.0,3,1
15531,CON.F.US.MES.M25,2025-03-28 01:00:00+00:00,5741.0,5743.5,5737.5,5738.25,6583.0,3,1
15530,CON.F.US.MES.M25,2025-03-28 02:00:00+00:00,5738.0,5745.25,5737.5,5742.25,5265.0,3,1
15529,CON.F.US.MES.M25,2025-03-28 03:00:00+00:00,5742.5,5745.75,5739.5,5745.0,4196.0,3,1
15528,CON.F.US.MES.M25,2025-03-28 04:00:00+00:00,5745.0,5745.5,5740.0,5743.5,3182.0,3,1
15527,CON.F.US.MES.M25,2025-03-28 05:00:00+00:00,5743.75,5745.5,5739.5,5742.5,3569.0,3,1
15526,CON.F.US.MES.M25,2025-03-28 06:00:00+00:00,5742.25,5748.0,5729.5,5730.0,8098.0,3,1
15525,CON.F.US.MES.M25,2025-03-28 07:00:00+00:00,5730.25,5733.25,5711.75,5712.25,23887.0,3,1
15524,CON.F.US.MES.M25,2025-03-28 08:00:00+00:00,5712.5,5727.5,5712.0,5725.75,20082.0,3,1
15523,CON.F.US.MES.M25,2025-03-28 09:00:00+00:00,5725.75,5730.25,5721.75,5724.75,12288.0,3,1
15522,CON.F.US.MES.M25,2025-03-28 10:00:00+00:00,5724.75,5739.75,5724.5,5734.75,14925.0,3,1
15521,CON.F.US.MES.M25,2025-03-28 11:00:00+00:00,5735.0,5736.75,5725.5,5732.75,14652.0,3,1
15520,CON.F.US.MES.M25,2025-03-28 12:00:00+00:00,5733.0,5735.25,5712.25,5712.25,41557.0,3,1
15519,CON.F.US.MES.M25,2025-03-28 13:00:00+00:00,5712.25,5734.5,5705.25,5707.25,178621.0,3,1
15518,CON.F.US.MES.M25,2025-03-28 14:00:00+00:00,5707.25,5711.25,5648.25,5655.5,270411.0,3,1
